app,category,scenario,simT,precision,recall
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,50.00,33.33
a42,Mail Client,b42,0.15,17.24,66.67
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a55,Tip Calculator,b51,0.30,100.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,50.00,66.67
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a52,Tip Calculator,b51,0.30,75.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a53,Tip Calculator,b51,0.30,100.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a54,Tip Calculator,b51,0.20,75.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a55,Tip Calculator,b51,0.20,100.00,100.00
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a52,Tip Calculator,b51,0.20,50.00,66.67
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a53,Tip Calculator,b51,0.20,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a55,Tip Calculator,b51,0.25,100.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,75.00,100.00
a52,Tip Calculator,b51,0.25,50.00,66.67
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a53,Tip Calculator,b51,0.25,100.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a54,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a55,Tip Calculator,b51,0.10,75.00,100.00
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a52,Tip Calculator,b51,0.10,50.00,66.67
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a53,Tip Calculator,b51,0.10,80.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a54,Tip Calculator,b51,0.15,75.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a55,Tip Calculator,b51,0.15,100.00,100.00
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a52,Tip Calculator,b51,0.15,50.00,66.67
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a53,Tip Calculator,b51,0.15,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a55,Tip Calculator,b52,0.30,100.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,60.00,75.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a52,Tip Calculator,b52,0.30,80.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a53,Tip Calculator,b52,0.30,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,87.50,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a55,Tip Calculator,b52,0.20,100.00,100.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a52,Tip Calculator,b52,0.20,60.00,75.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a53,Tip Calculator,b52,0.20,100.00,100.00
a54,Tip Calculator,b52,0.25,100.00,100.00
a54,Tip Calculator,b52,0.25,100.00,100.00
a54,Tip Calculator,b52,0.25,100.00,100.00
a54,Tip Calculator,b52,0.25,100.00,100.00
a54,Tip Calculator,b52,0.25,100.00,100.00
a55,Tip Calculator,b52,0.25,100.00,100.00
a55,Tip Calculator,b52,0.25,66.67,100.00
a55,Tip Calculator,b52,0.25,80.00,100.00
a55,Tip Calculator,b52,0.25,66.67,100.00
a55,Tip Calculator,b52,0.25,66.67,100.00
a52,Tip Calculator,b52,0.25,40.00,100.00
a52,Tip Calculator,b52,0.25,40.00,100.00
a52,Tip Calculator,b52,0.25,40.00,100.00
a52,Tip Calculator,b52,0.25,25.00,100.00
a52,Tip Calculator,b52,0.25,40.00,100.00
a53,Tip Calculator,b52,0.25,100.00,100.00
a53,Tip Calculator,b52,0.25,100.00,100.00
a53,Tip Calculator,b52,0.25,100.00,100.00
a53,Tip Calculator,b52,0.25,100.00,100.00
a53,Tip Calculator,b52,0.25,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a55,Tip Calculator,b52,0.10,100.00,100.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a52,Tip Calculator,b52,0.10,50.00,75.00
a52,Tip Calculator,b52,0.10,60.00,75.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a53,Tip Calculator,b52,0.10,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,80.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,80.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a54,Tip Calculator,b52,0.15,100.00,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,80.00,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,100.00,100.00
a55,Tip Calculator,b52,0.15,80.00,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,66.67,100.00
a55,Tip Calculator,b52,0.15,80.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a52,Tip Calculator,b52,0.15,40.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
a53,Tip Calculator,b52,0.15,100.00,100.00
